text,label
അല്ല എനിക്കറിയാൻ മേലാഞ്ഞിട്ട്‌ ചോദികുവാ ഇവന്മാർക്ക്‌ ഒരു നാണവും ഇല്ലെ,original
Mandon maarude lokham kerala,original
"30mins before, Marunadan TV has uploaded, that the situation is dangerous.",Fake
ലേ പിണറായി.. ഇങ്ങിനെ അപമാനിക്കരുത്.. 🤣,original
Anna ivanmmaere thukki kollanam,original
കുംഭ മേള നടത്താൻ 5000 കോടിയാണ് പ്രധാന മണ്ടൻ കൊടുത്തത്..,Fake
ബുദ്ധിയുള്ള ജനതയെ  നയിക്കുന്ന ബുദ്ദിയില്ലാത്ത  മന്ദ്രിമാരും നേതാക്കളും,original
"Ms. Veena George, it&#39;s not a Comedy Show. Tell your Party Members to follow the things as you Said. Horrible 😔",original
ചൈന യുദ്ധമുറയ്ക്കുള്ള പരീക്ഷണത്തിൽ ലീക്കായ വൈറസ്,Fake
"People get the government they deserve and they deserve what they get... കഷ്ട്ടം.., ☹️☹️☹️",original
സാറിന്റെ വാക്കുകൾ സത്യമായി ഭവിക്കട്ടെ&#39; എന്തൊരാശ്വാസമാണ് ആ വാക്കുകളിൽ നിന്നും കിട്ടിയത്. നന്ദി സാർ&#39;&#39;.iii,Fake
"അൽഹംദുലില്ലാഹ്, അങ്ങനെ തന്നെ ആകട്ടെ",Fake
"Namak pne alathinum pravasigal undalo... Ivdathe covod test negative, airport nu negative,  2 dose vaccine + 1 booster dose vaccine adicha pravasigalk 7 days quarantine🤷‍♂️.....",original
Sabarimala kudi ullpeduthamayirunnu avidem... Thirakkane,original
"Mangoliya ഇതിൽ ethil പെടും,<br><br>ചൈന അവിടെ population കുറയ്ക്കാന്‍ ചെയ്തത് ആവാം, വൈറോളജി institute നിന്നും virus sample നഷ്ടപ്പെട്ടത് അവർ പരാതി പറഞ്ഞതായി ന്യൂസ് ഉണ്ടായിരുന്നു",Fake
സംശയങ്ങൾ മാത്രം ബാക്കി നില്കുന്നു.,Fake
"Though I am a conscientious Communist party supporter, this kind of stupendous nonsense will not be tolerated. Achieving cult status out of fear has become a reality in Chief Minister&#39;s life. Pinarayi Vijayan has been insanely enjoying the status of a cult figure. Shamelessness has already encroached into his life.",original
ശാരി പീഡന കേസിലെ VIP ബേബി സഖാവാണോ എന്ന് ഇന്നും മിഥ്യ ആയി തുടരുമ്പോൾ പുള്ളിയുടെ മുന്നേ തിരുവാതിര കളിക്കാൻ പെണ്ണുങ്ങൾ കാണിക്കുന്ന വ്യഗ്രത.... ആഹാ അന്തസ്സ്!!!,original
ലോകകമ്മ്യൂണ്സത്തിന്റ ലോകോത്തര സംഭാവന,Fake
"എന്റെ ഷാജൻ സാറേ, താങ്കൾ ഒരു സത്യസന്ധനാണ്. പക്ഷെ, സത്യവും മതവും(ആചാരങ്ങൾ) പകലും രാത്രിയും പോലെയാണ്. സത്യത്തിനൊപ്പം നിൽക്കുന്നത് എപ്പോഴും യുക്തിയാണ്. താങ്കൾ ഒരു യുക്തിവാദി ആയി നോക്കൂ, വെറുതെ മതങ്ങൾക്ക് വേണ്ടി വക്കാലത്ത് പറയാതെ.👍 അന്ന് തബ്ലീഗ് ആയിരുന്നെങ്കിൽ ഇന്ന് നഗ്നാനന്ദൻമാരാണ്. വൃത്തികെട്ടവൻമാർ😡😡😡",Fake
o oru...charcha thanne ipo...aasoothrithamanu.. oru friendinte...oppam Joli cheyunna... arogyamulla 4  yuvakalanu...e adutha samayangalilay kuzhanju Veenu marichathu....so...opamulla ellarum....valare pediyilanu..,Fake
"സാജന് കുംഭ മേള യെ കുറിച്ച്  പറയണമെങ്കിൽ താബ്‌ലീക് കാരെ കുറ്റപ്പെടുത്തണം,,, താബ്‌ലീക് കാർ ഒന്നും അറിയാതെ വന്നു പെട്ടു പോയതാണ്...",Fake
അവർക്ക് ആവാലോ.....,original
അടുത്തത് മഹാമാരിയും പ്രളയവുമായിക്കോട്ടെ ....???,Fake
വൈറസിനെ തുറന്ന് വിട്ട് ലോകത്തെ നിശബ്ദമാക്കിയ ശേഷം ഇന്ത്യ അടക്കമുള്ള രാജ്യങ്ങളുടെ ചെവിട് മാന്തി വിസ്തൃതി കൂട്ടാൻ ശ്രമിക്കുന്ന ലോക സമ്പദ് വ്യവസ്ഥയെ തകിടം മറിക്കുകയും ലക്ഷങ്ങളെ കൊന്നൊടുക്കിയ ചൈനയെന്ന ലോക ഭീകര രാഷ്ടത്തെക്കുറിച്ച് ഒരക്ഷരം എതിർത്ത് പറയാത്ത മാസ്ക് ഇട്ട് ജീവൻ നിലനിർത്തിക്കൊണ്ട് ചൈനയ്ക്ക് വേണ്ടി നില കൊള്ളുന്ന ഇന്ത്യയിലെ കമ്മ്യൂണിസ്റ്റുകളെ ആദ്യം കൊന്നൊടുക്കണം.,Fake
എല്ലാ പാർട്ടിക്കാർക്കും എന്തുമാകാം പാവം പ്രവാസികൾ,original
Jacob ore kalath radioyile star ayirunnu...pinneed radio pidichu purathakki....but pharmacy mekhalayum medical mekhalayum thammilulla chila avihitha bandhangal iyal paranhadode aradhakar koodi...,Fake
ഇനിയും കേരളത്തിലെ ജനങ്ങൾ ഈ വിപ്ലവ പാർട്ടിയെ ജയിപ്പിക്കും എന്ന കാര്യത്തിൽ എനിക്ക് ഒരു സംശയവും ഇല്ല. ഇവിടെ കൊറേ വിദ്യാഭ്യാസം ഉള്ളവരാണ് എന്നൊക്കെ വിളമ്പും എന്നിട്ട് കാണിക്കുന്നത്?? 😂😂😂😂,original
Egane thuranu parayan kanicha asiant newsinu big salute,original
അധപതനം,original
"ജനങ്ങൾ ഇത്രയും എതിർക്കാൻ കാരണം ഇലക്ഷന് കാണിച്ചു കൂട്ടിയ പ്രകടനം മൂലമാണ് വേലി തന്നെ വിളവ് തിന്നുന്നു, ഇലക്ഷന് പ്രചരണം കുറക്കാൻ ശ്രമിക്കാമായിരുന്നു, എന്നാൽ എല്ലാ പാർട്ടിക്കാരും കണക്കാ",Fake
ഇച്ചിരി.......<br>ഉള്പ്പവേണം .......,original
എല്ലാ ജില്ലകാളിലെ സിപിഎം സമ്മേളനം കഴിയുന്ന വരെ കാത്തു നിക്കുക അതു കഴിഞ്ഞാൽ ഉടൻ look ഡൌൺ ഉണ്ടാവുന്നതാണ്,original
ഇതെല്ലാം ജനങ്ങളാണ് പാലിക്കേണ്ടത് അല്ലാതെ ഭരണകക്ഷിയൊ പാർട്ടിയൊ അല്ലാ,original
😂😂😂😂😂 ഇവിടെ ആരുമില്ല ഇത് പറഞ്ഞു ചിരിക്കാൻ...,original
Chiripikkalaa❗,original
ഒരടുത്തു കൊറോണയും ഒരടുത്തു LDF വും രണ്ടും പോകും വഷമിക്കണ്ട .,Fake
"Setmuntinum, chuvanna, blousenum, pothujanathinte,, ethra, panam, atichumatti, chakave?",original
Irresponsibility of USA and Europe cause all trouble,Fake
ശരിക്കും ഇവർ കോമാളികളാണോ അതോ കോമാളികളായിട്ട് അഭിനയിക്കുവാണോ 🙄,original
🤣🤣🤣🤣... LDF വരും എല്ലാം ശരിയാക്കും....,original
Abyathichal epi thana ningaluda aalkar anusarikum🤣🤣🤣🤣.. Epol thana ethra pallikalila aanu niskaram nadakunathu. Kuttam kudaruthu ennu paranjal ee narikalku manasil aakila.. Olympic varae matti vachu athilum valutairikum Ee Markas prayer🤣🤣🤣💀💀,Fake
Welcome to uae madam,original
അലവലാതി ഭരണം എന്നിട്ടാണ് കല്യാണം ആളെ കുറച്ചു എന്നൊക്കെ പറയുന്നേ നാണം കെട്ട സിപിഎം,original
ജനാധിപത്യത്തിനു പകരം ഏകാധിപത്യം വാഴുന്ന ഏതു രാജ്യവും ലോകജനതയ്ക്ക് ഭീഷണിയാണ് ഇതാണ്  ഭൂതകാലത്ത് ജർമനിയും ഇറ്റലിയും സോവിയറ്റ് യൂണിയനും ഒക്കെ നമ്മളെ പഠിപ്പിച്ചതും വർത്തമാനകാലത്ത് ചൈനയും ഉത്തരകൊറിയയും നമുക്ക് കാട്ടിത്തരുന്നതും,Fake
ലോകത്തിലെ എല്ലാ രാജ്യങ്ങളും ഒന്നിച്ചു  ചേർന്ന് ചൈനയുടെ തലമണ്ടയിൽ ബോംബ് ഇടണം.,Fake
ചൈനയിൽ പടർന്നത് ഡ്യൂപ്ലിക്കേറ്റ് കൊറോണ <br>നമുക്കുതന്നത് ഒർജിനൽ കൊറോണ,Fake
What this govt doing 🙏,original
അതുകൊണ്ട് അതവസാനിപ്പിച്ചാലും പിന്നെയും വേറെ virous ഉണ്ടായിക്കൊണ്ടിരിക്കും,Fake
കേരളത്തിലെ കുട്ടിച്ചോറാക്കി അന്ന് പിണറായിയെ ചൂര അടിച്ചു പുറത്താക്കുക,original
Corona the China made Virus.,Fake
കെട്ടു കഥകളിലെ ഇന്ദ്ര സദസ്സ് ആണ് ഓർമ്മ വരുന്നത്... 🤣🤣🤣🤣🤣..... ഇന്ദ്രനെ വാഴ്ത്തിപ്പാടുന്ന പരിചരകർ....,original
"നിങ്ങൾ ശ്രദ്ധിച്ചുവോ?<br>കോവിഡ് തിമിർത്താടുമ്പോഴും മേളകളും പൂരങ്ങളും ഉത്സവങ്ങളും മത ചടങ്ങുകളും നടത്തിയേ തീരൂ, മുടങ്ങരുത്.. അത് വിശ്വാസത്തിൻ്റെ ഭാഗമാണ് എന്നൊക്കെ പലരും വാശി പിടിക്കുമ്പോൾ, <br>ആളുകൾ മരിച്ചുവീണാലും വേണ്ടില്ല ആചാരങ്ങളും അനുഷ്ഠാനങ്ങളും മുടങ്ങാൻ പാടില്ല എന്ന്<br>ഏതെങ്കിലും മുസ്ലിം പണ്ഡിതരോ, നേതാക്കളോ, സംഘടനകളോ ഇക്കാലം വരെ ആവശ്യപ്പെട്ടോ?<br><br>ആഴ്ചയിലൊരിക്കൽ വെള്ളിയാഴ്ചകളിൽ നടക്കുന്ന സംഘടിത നമസ്ക്കാരം (ജുമുഅ) നടത്തിയേ തീരൂ എന്ന് വാശി പിടിച്ചോ? പള്ളികൾ ഞങ്ങൾ തുറക്കും, തറാവീഹ് മുടക്കാൻ പാടില്ല എന്നൊക്കെ പറഞ്ഞോ?<br><br>എന്നാൽ മറ്റു ചിലരോ?<br>ഈ കോവിഡ് കാലത്തും<br>മേളകൾ നടത്തിയേ തീരൂ, പൂരങ്ങൾ ആഘോഷിച്ചേ പറ്റൂ,<br>ഉത്സവങ്ങൾ മുടങ്ങാൻ പറ്റില്ല..<br>എന്നൊക്കെ പറയാൻ എത്ര പേരുണ്ടായി ഈ കേരളത്തിലടക്കം?<br><br>ആ സ്ഥാനത്ത് രോഗവ്യാപനം തടയാൻ ഭരണകൂടം എന്ത് പറയുന്നോ അതെല്ലാം അനുസരിച്ചും അണികളോട് അനുസരിക്കാനാവശ്യപ്പെട്ടും മാനുഷികതയും സഹജീവി സ്നേഹവും കരുതലും കാണിച്ച് മാതൃക സൃഷ്ടിച്ചത്,<br>തരം കിട്ടിയാൽ തീവ്രവാദികളെന്നും, ഭീകരവാദികളെന്നും പ്രാകൃത മതക്കാരെന്നുമൊക്കെ പലരും അവസരത്തിലും അനവസരത്തിലും ആക്ഷേപിച്ചു കൊണ്ടിരിക്കുന്ന ഈ മത വിശ്വാസികളാണ്..<br><br>കാരണം <br>എന്താവും? <br>മറ്റൊന്നുമല്ല<br>അവരുടെ വിശ്വാസ ആചാരാനുഷ്ഠാനങ്ങൾ മാനുഷികമായ എല്ലാ പരിഗണനകളും വകവെച്ചു കൊടുക്കുന്നു എന്നത് തന്നെ..<br><br>മനുഷ്യന് കഴിയാത്ത ഒരു കാര്യത്തെയും മതം നിർബന്ധിക്കുന്നില്ല..<br><br>അഞ്ചു സമയത്തെ നിസ്ക്കാരം, നോമ്പ്, ഹജ്ജ് തുടങ്ങിയ എല്ലാ അനുഷ്ഠാനങ്ങൾക്കും മാനുഷികമായ ഇളവുകളുണ്ട്. <br><br>നിന്ന് നിസ്ക്കരിക്കാൻ കഴിയാത്തവന് ഇരുന്ന് നിർവ്വഹിക്കാം.. അതിന് കഴിയില്ലെങ്കിൽ ചെരിഞ്ഞ്  കിടന്നും, മലർന്നു കിടന്നുമൊക്കെയാവാം..<br><br>ദീർഘദൂര യാത്രക്കാരന് രണ്ട് നിസ്ക്കാരം ഒന്നിച്ചും നാല് റക്അത്തുള്ളത് രണ്ടാക്കിയും ചുരുക്കാം..<br><br>നോമ്പ് അനുഷ്ഠിക്കുന്നതിൽ പോലും മാനുഷികമായ ഇളവുണ്ട്. ഹജ്ജിനടക്കം..<br><br>അവസാന നാൾ വരെ ഒരു തടസ്സവുമില്ലാതെ തുടരുമെന്ന് വിശ്വാസികൾ വിശ്വസിച്ചിരുന്ന കഅബ പ്രദക്ഷിണം, ഉംറ പോലെയുള്ള ലക്ഷങ്ങൾ സംബന്ധിക്കുന്ന കർമ്മങ്ങൾ വരെ നിർത്തിവെക്കാൻ സൗദി ഭരണകൂടം തയ്യാറായത് മാനുഷിക പരിഗണനക്ക് മതം മുൻഗണന നൽകുന്നു എന്നതുകൊണ്ടാണ്. <br><br>ഒരു പ്രകൃതി മതത്തിന് മാനുഷികതക്ക് നേരെ കണ്ണടച്ച് ആരാധനകൾ അടിച്ചേൽപ്പിക്കാനാവില്ല എന്നതിൻ്റെ അതിസുന്ദരമായ സന്ദേശമാണ് കോവിഡ് കാലത്തെ ഇസ്ലാമിക ആചാരാനുഷ്ഠാനങ്ങളിലെ ഫ്ലക്സിബിളിറ്റി ലോകത്തിനു മുമ്പിൽ അനാവൃതമാക്കപ്പെട്ടത്..<br><br>&#39;താനിഷ്ടപ്പെടുന്നതെന്തും തൻ്റെ സഹോദരനുമിഷ്ടപ്പെടും വരെ നിങ്ങളാരും യഥാർഥ വിശ്വാസികളാവില്ല..&#39; എന്ന തിരുവചനം ഇക്കാലത്തും എക്കാലത്തും പ്രസക്തമാണ്..<br><br>എനിക്ക് കോവിഡ് വരാൻ ഞാൻ ഇഷ്ടപ്പെടാതിരുന്നാൽ മാത്രം പോരാ, എൻ്റെ സഹോദരനും കോവിഡ് വരരുത് &#39; എന്ന് ഞാൻ ചിന്തിക്കുമ്പോഴേ ഞാൻ യഥാർത്ഥ വിശ്വാസിയാവൂ എന്നല്ലേ ഈ തിരുവചനത്തിൻ്റെ ആധുനിക വായന..<br>എത്ര സുന്ദരമായ കൺസപ്റ്റാണിത്.. !<br><br>ഇത്തരം ഒരു മാനവികമായ കാഴ്ചപ്പാടും വിശാലതയും<br>ഉണ്ടെങ്കിൽ പിന്നെ, ആഘോഷങ്ങൾ ഇനിയും വരും, പൂരങ്ങൾ അടുത്ത കൊല്ലവും ആഘോഷിക്കാം, മേളകൾ ഇനിയും നടത്താം.. എന്ന് ചിന്തിക്കുന്നത് അല്ലേ മാനുഷിക ധർമ്മം?<br>അതല്ലേ പരിഷ്കൃത സമൂഹത്തിൻ്റെ ലക്ഷണം?<br>അതല്ലേ വിശ്വാസ വിശാലത?<br>അതല്ലേ പ്രകൃതി മതങ്ങളുടെ കാലിക പ്രസക്തി?<br><br>മനുഷ്യനെ സ്നേഹിക്കാത്ത മനുഷ്യനെ എന്തിന് കൊള്ളാം?<br>മനുഷ്യനെ സ്നേഹിക്കാത്ത മതത്തെയും..!",Fake
MR SHAJAN SCARIA*WE ARE NOT RESPONSIBLE CITIZENS*IF YOU ARE A RESPONSIBLE CITZEN*KEEP PROTOCOL DECIPLINE *SAVE YORSELVES AND YOUR DEAR ONES***LET THE SADHUS DO WHATEVER THEY  WANT*AND SUFFER FOR 5HEIR FOOLISHNESS*WE ARE A LAND OF 140CRORES PEOPLE *****AMERICA 35 CRORES*BRITIAN*FRANCE*GERMAMANY*ITALY****????,Fake
"Cheriya problmes okke <br>For eg. Naduvedhana <br>     Mundineere(mumps) , aaaani rogam(corns),vishachikilsakal( poison s,) angana kore adhikam rogangal mattunna ente natil oru vaidhyar und.<br>But atgaaara ennonnum njan parayoola <br>Karanam oru pakshe aaayaleum ningal kollum <br><br><br>Mooper ulla Kalam vareum njangalk oru dhairyam und itharam case okke dhayiryamaitt enikokke kanikan pattunund <br><br>Ayurvedam nallathane endhineum kannandach puchikaruth <br><br>Pinne ethra kark education kuravairikum <br>Avar parayunnath oru pakshe pottatharamairikum <br><br>Namal avarude budhi alakuvan allallo pokunnath namuk chikilsa kittanalle <br><br>Avar chilapol athil experts airikum <br>Poorvikanmarilninnum kittiya arivukal <br>Athonnum regapeduthiyathairikukaum illa .<br>So no evidence.",Fake
വാക്കും പ്രവർത്തിയും തമ്മിലുള്ള അന്തരം ഇവരെപോലെ മനസിലാക്കിത്തരാൻ ആളില്ല,original
ithinini endh excuse aanaavo 🤔,original
"2019 ൽ ഒരു ദിവസം ശരാശരി 21 പേരാണ് സാക്ഷര സമ്പന്ന കേരളത്തിൽ ന്യൂമോണിയ ബാധിച്ച് മരിച്ച് കൊണ്ടിരുന്നത് .. അന്ന് ആരും അത് പറഞ്ഞ് പേടിപ്പിച്ചില്ല .. എന്നാൽ 2020ൽ ഇത്തരം മരണങ്ങളെ കൊറോണ കമ്പനി ഏറ്റെടുത്ത് അത് കൊറോണയുടെ അക്കൗണ്ടിലാക്കി ..ആളുകളെ പേടിപ്പിച്ച് കോടികൾ കൊയ്യുകയാണ് .. അതിന് എല്ലാ ഒത്താശയും ചെയ്ത് കൊടുത്ത് കേന്ദ്ര കേരള സർക്കാരുകൾ ... ഈ ഉടായിപ്പിനെതിരെ ജനങ്ങൾ പ്രതികരിക്കാതെ ഈ ഉടായിപ്പ് ഇവിടം വിട്ട് പോകില്ല ... അവിശ്വാസികൾക്കുള്ള Link..<br><a href=""https://m.timesofindia.com/india/21-people-die-of-respiratory-infections-pneumonia-each-day/amp_articleshow/72798762.cms"">https://m.timesofindia.com/india/21-people-die-of-respiratory-infections-pneumonia-each-day/amp_articleshow/72798762.cms</a>",Fake
പരനാറിയുടെ പരമനാറി പാർട്ടി,original
"തൊലിക്കട്ടി, പിണറായി സ്തുതി, തോലുരിഞ്ഞുപോയി.. മഹാ കഷ്ടം.",original
Good,Fake
പിണറായിയോടാ കോവിഡിൻ്റെ കളി.,original
ഒരു സഖാവിന്റെ സംസ്കാരം നടക്കുന്നതിന് മുൻപ്  തിരുവാതിര. ഒരു രക്തസാക്ഷിയെ കിട്ടിയതിന്റെ സന്തോഷം ആയിരിക്കും.,original
ഇതാണ് വീട് വേവുമ്പോൾ വാഴവെട്ടുന്നു,original
Ping..&amp;  പിണറായി.. 😱,Fake
Sarkarinendumakalo  sadharanakarkalle koronavaru,original
🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏KALAKKI MONE,original
"ചൈന ലോകരാജ്യങ്ങൾക്ക് കൊടുത്ത എട്ടിന്റെ പണി ആണ് കൊറോണ , ഇത് തീർച്ചയായും അവരുടെ ജൈവായുധം തന്നെയാണ് , റഷ്യക്കും ഉത്തര കൊറിയക്കും ബാധിച്ചില്ല എങ്കിൽ  അവർക്കു വിവരം നേരത്തെ ചോർത്തി കിട്ടിയിരിക്കും  അതിനെ ചെറുക്കാനുള്ള മരുന്നും അവരുടെ കയ്യിൽ കാണും  റഷ്യ ആണ്  ഈ വൈറസിന്റെ ജനിതക ഘടനയുടെ ചിത്രം പുറത്തു വിട്ടത്‌ എന്ന കാര്യം ഓർക്കുക,  ഇതിനു പിന്നിൽ കാര്യമായ ഗൂഢാലോചനയുണ്ട് , ചൈന വുഹാനിൽ ഉണ്ടാക്കിയ വൈറസ് ബാധ  മനഃപൂർവം ആകാനാണ് സാധ്യത,  ലോക രാഷ്ട്രങ്ങൾ മാസ്കിനും ഗ്ലൗസിനും വേണ്ടി പോലും ചൈനയെത്തന്നെ ആശ്രയിക്കേണ്ടിവരുന്ന ഗതികേട് മാറ്റാതെ ലോകം രക്ഷപ്പെടുകയില്ല, കൊറോണ വിഷയം പരിഹരിക്കപ്പെട്ടാൽ ആദ്യം വേണ്ടത് ലോക രാജ്യങ്ങൾ ചൈനയെ ഒറ്റപ്പെടുത്തുക എന്നതാണ്  വുഹാനിൽ വൈറസ് ബാധ ഉണ്ടായതു മറച്ചുവച്ചു ചൈനക്കാരെ രോഗവാഹകരാക്കി ലോകം മുഴുവൻ കറങ്ങാൻ വിട്ട ചൈനയെ ഇനിയും വച്ചുകൊണ്ടിരിക്കുന്നതു ആപത്താണ്, അമേരിക്ക തോക്കും ബോംബും ഉണ്ടാക്കുന്ന നേരത്തിനു സേഫ്റ്റി പിൻ മുതൽ മറ്റെല്ലാ നിത്യോപയോഗ സാധനങ്ങളും നിർമിക്കണം, എന്തിനും ഏതിനും ചൈനക്ക് മുന്നിൽ കൈനീട്ടുന്ന ലോകരാജ്യങ്ങൾ ഇന്നലെ വരെയുള്ള ശീലങ്ങൾ ഉപേക്ഷിച്ചു ഒരു പുതിയ  തുടക്കത്തിന് തയ്യാറാവണം  ഇല്ലെങ്കിൽ  ഇപ്പോൾ വികസിത രാജ്യങ്ങൾ എന്ന്‌ കൊട്ടിഘോഷിക്കുന്ന ലോകരാജ്യങ്ങൾക്ക് നാശമാകും ഫലം.",Fake
എല്ലാവരെയും പിടിച്ചു വലിയ ഒരു ഹാളിൽ പൂട്ടി യിടണം ചാവട്ട്,Fake
ആദ്യംപട്ടിപൂച്ചഎലിഇവയൊക്കെതിന്നൽനിർത്തിയാൽതാനെവൈറസ്നിൽക്കും,Fake
Vanagal🤢,original
We expect minimum moral qualities from keralite irrespective of party factions.,original
Ath aghaneyaan baaala,original
ഞാൻ അപ്പോളേ പറഞ്ഞതാണ് ഇത് അവരുടെ ബയോ വാർ ആണ്,Fake
എന്തായാലും ചൈനക്കുള്ള പണി പുറകെ വരുന്നുണ്ട് മക്കളെ,Fake
ചൈനാ തെണ്ടികളുടെ കൈയ്യിൽ മരുന്നുണ്ട്. പക്ഷേ പുറത്ത് പറയില്ല,Fake
തെണ്ടികൾ എന്നും തെണ്ടികൾ എന്ന് വീണ്ടും തെളിഞ്ഞിരിക്കുന്നു,original
Pakisthan is also their close friends group and they are affected greatly. Rosh k j. SUNCITY.,Fake
"Highly intriguing! Not easy to get at the truth unless there&#39;s large-scale presence of the infection. North Korea could be hiding the facts, but would come out once the situation gets entirely out of hand.",Fake
Science nte balathil kurakkunnavar pinneedu kuragal nirthikkolum,Fake
IRAN president will send missile to you😁😁😁😁,Fake
കാരണവന്മാർക്ക് അടുപ്പിലും തൂറാം ഞങ്ങളുടെ പാർട്ടി ഞങ്ങളുടെ കേരളം ഞങ്ങളുടെ പറമ്പ് ഞങ്ങളുടെ ആളുകൾ,original
Chance for another world war,Fake
താങ്കളും കേരളവും ഇന്ത്യയെ നാണം കെടുത്തുന്നു,Fake
China  have vaccine  ..I am sure,Fake
China=ചതി,Fake
Dr വവ്വാലിനെ പിടിച്ചോണ്ട് വന്നു നാർക്കോ anaalysis cheythal madhi,Fake
കേരളം നശിപ്പിച്ചു കുട്ടിച്ചോറാക്കിയത് സി പി എം എന്ന തീവ്രവാദ സംഘടനയാണ്. അമേരിക്കയിൽ പോയ വെട്ടു കിളിയും മയക്കുമരുന്ന് കോടിയേരിയും സംഘവും എന്ന് നശിക്കുന്നു അന്ന് കേരളം രക്ഷപെടും.,original
ചുവപ്പ് ബ്ലൗസ് ചുവപ്പ് മുണ്ട് കര നിർബന്ധ!!,original
Russia il 89 positive ond,Fake
"WHO is on payroll of china , that is why Wuhan virus is renamed as Covid19. Involment Wuhan virus lab in the production of this virus may be dubious but almost a certainty as they have kept span of time ,  to spread the pandemic , in silence. Their imperialistic greed was behind this pademic , they failed upto to a limit because of the invention vaccine early which was beyond their expectation.",Fake
കൊറോണ പോയിട്ട് വേണം പൗരത്വ ബിൽ ഒന്നു പൊടിതട്ടി എടുക്കാൻ,Fake
avane angu keti vid...,Fake
തിരുവാതിര എന്ന കലാരൂപത്തെ വികൃതമാക്കി കളഞ്ഞല്ലോ ഈ ദുഷ്ടന്മാർ.,original
Onn podoo inn maatram russiail above 300 case reported aan,Fake
E samsarikunnavaru vacsinated ahnoo???? Athu ithil paraunnillallo!!!!!,Fake
Akg centre poi kalik thiruvathira..,original
കേരളത്തിലേക്കുള്ള ഒമിക്രോണിൻ്റെ വരവ് ആഘോഷമാക്കി മാർക്സിസ്റ്റ് പാർട്ടി !,original
Konathile bharanam naanamille e my monoke  sheyyyyy😣🤯,original
E marapottanmaar naadu kattu mudichu nadannittu ippo  parayannathu  kelkkumbol kutti chooledukkaan thonni povunnu<br><br>Onthinepole niram maarunna onneyullu e Bhoomiyil<br><br>Chila rashtreeya paranaari makkal<br><br>Kashtam idiots...,original
എജ്ജാതി editing,original
Ammaavanu aduppilumaavaam,original
Dj party mati thiruvthira akiyal mathi 😂😂,original
ഇന്ത്യയിൽ തുടങ്ങിയതിനു ശേഷം ആണ് റഷ്യയിൽ തുടങ്ങിയത്  റഷ്യയിൽ 1534 കേസ് ഇപ്പോൾ ഉണ്ട്  ഇന്ത്യയിൽ അതു 987   എന്തു കോപ്പിലെ വർത്താനം ആണ് സഹോ ഇതു  വെറും ഉടായിപ്പ് ആണല്ലോ  ആരേലും whatsappil എഴുതി വിടുന്നത് വാർത്ത ആകുക,Fake
Evaneyoke mukkaliyil letting adikkanam,original
തിരുവാതിര ഹിന്ദു മത ആചാരപ്രകാരം ഉള്ള ഒരു നൃത്തം ആണ്. ഇവർക്ക് ഇതിലൊന്നും വിശ്വാസം ഇല്ലാതെ എന്തിനാ ഇതൊക്കെ ചെയ്യണേ???  <br>തിരുവാതിര വിശ്വാസികളുടെ നൃത്തം ആണ്.<br><br>ദൈവത്തിൽ വിശ്വാസം ഇല്ലാത്ത പിണറായി വിജയനെ പുകഴ്ത്താൻ ദൈവീകമായ  തിരുവാതിരക്കളി തന്നെ വേണ്ടിവന്നു😅,original
"Prediction Sathyam ആകട്ടെ എന്ന് പ്രാർത്ഥിക്കുന്നു..... രണ്ടു ഡ്രഗ്സ്, not vaccine, almost effective ആണെന്നുള്ള നിഗമനങ്ങൾ ഉണ്ട്. അവയുടെ large scale production um ആരംഭിച്ചിട്ടുണ്ട് - ഇന്ത്യയിലും റഷ്യയിലും.",Fake
കോടതി മിണ്ടാതിരിക്കുമോ,original
People like us who wanted to visit our parents after 2-3 years can’t visit need to self isolate but all these idiots can do any thing,original
ചൈന യുടെ കയ്യിൽ മരുന്നുണ്ട്.. അവർക്കു ഒരു ടാർഗറ്റ് ഉണ്ട് ലോകം പിടിച്ച് എടുക്കുക എന്ന് അത് നേടുകതന്നെ ചെയ്യും... അതിനു അവർ കുപ്പിയിൽ നിന്ന് ഇറക്കി വിട്ട ഭൂതം ആണ്... കൊറോണ...,Fake
കമ്മ്യൂണിസ്റ്റ്‌ ചൈന ലോക ജനതയെ ദുരിതത്തിൽ ആക്കിയ കൊറോണ വയറസിനെ മനപ്പൂർവം തുറന്നു വിട്ടു 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,Fake
ഇങ്ങനെ anukilu ചൈന oru ഓർമ മാത്രം അകും,Fake
പിണുങ്ങാണ്ടി ദൈവം,original
അവന്റെ ഒരു thiruvadira,original
In coming days you will see how China will revive economy and make money out of this outbreak. Then most of the ppl who have sense will understand who is ultimately responsible for this virus..,Fake
andhamayi IMA allengil vedakancherrye viswasikeruthu. ee vaccine phalaprathamalla enthanu sathyam 4 times booster eduthavarku veendum corona varunnu<br> Pfizer companyku panam undakkan ulla oru udayipp aanu ee corona,Fake
