,text,label,training_label,cleaned,transliterated_text
3119,അടുത്തത് മാർഗം കളി..... ഒമിക്രോൺ മൂത്തു ഒരു മാർഗവും ഇല്ലാതായാൽ,original,0,അടുത്തത് മാർഗം കളി..... ഒമിക്രോൺ മൂത്തു ഒരു മാർഗവും ഇല്ലാതായാൽ,അടുത്തത് മാർഗം കളി..... ഒമിക്രോൺ മൂത്തു ഒരു മാർഗവും ഇല്ലാതായാൽ
3120,കൊറോണ എന്ന പുതിയ പകർച്ച വ്യാധി ഏതെങ്കിലും തരത്തിൽ രോഗികളായിരുന്നവരെയും ആരോഗ്യം തീരെ കുറഞ്ഞവരെയും കൊന്നൊടുക്കുന്ന ഒരു വൈറസ് ആയിരുന്നു എന്ന് വേണം കരുതാൻ. പക്ഷെ ഇതൊന്നും ഇല്ലാതിരുന്ന ഒരാൾ  ആരോഗ്യം ഉണ്ടെന്നു പ്രഥമ ദൃഷ്ട്യാ തോന്നിയിരുന്നവർക്കു  പ്രതിരോഗ ശക്തി വളരെ കുറവായിരുന്നതിന്റെ പേരിലും മരണപ്പെട്ടു. ഇനി കോറോണേയെക്കാൾ മാരകമായ പ്രഹര ശേഷിയുള്ള വൈറസ് മാത്രമേ അതിജീവിച്ചവർക്കു പേടിക്കേണ്ടതുള്ളൂ എന്ന് കരുതാം. പക്ഷെ ആരോഗ്യം നിലനിർത്താൻ അതുള്ളവർ ശ്രെദ്ധിക്കണം .,Fake,1,കൊറോണ എന്ന പുതിയ പകർച്ച വ്യാധി ഏതെങ്കിലും തരത്തിൽ രോഗികളായിരുന്നവരെയും ആരോഗ്യം തീരെ കുറഞ്ഞവരെയും കൊന്നൊടുക്കുന്ന ഒരു വൈറസ് ആയിരുന്നു എന്ന് വേണം കരുതാൻ. പക്ഷെ ഇതൊന്നും ഇല്ലാതിരുന്ന ഒരാൾ ആരോഗ്യം ഉണ്ടെന്നു പ്രഥമ ദൃഷ്ട്യാ തോന്നിയിരുന്നവർക്കു പ്രതിരോഗ ശക്തി വളരെ കുറവായിരുന്നതിന്റെ പേരിലും മരണപ്പെട്ടു. ഇനി കോറോണേയെക്കാൾ മാരകമായ പ്രഹര ശേഷിയുള്ള വൈറസ് മാത്രമേ അതിജീവിച്ചവർക്കു പേടിക്കേണ്ടതുള്ളൂ എന്ന് കരുതാം. പക്ഷെ ആരോഗ്യം നിലനിർത്താൻ അതുള്ളവർ ശ്രെദ്ധിക്കണം .,കൊറോണ എന്ന പുതിയ പകർച്ച വ്യാധി ഏതെങ്കിലും തരത്തിൽ രോഗികളായിരുന്നവരെയും ആരോഗ്യം തീരെ കുറഞ്ഞവരെയും കൊന്നൊടുക്കുന്ന ഒരു വൈറസ് ആയിരുന്നു എന്ന് വേണം കരുതാൻ. പക്ഷെ ഇതൊന്നും ഇല്ലാതിരുന്ന ഒരാൾ ആരോഗ്യം ഉണ്ടെന്നു പ്രഥമ ദൃഷ്ട്യാ തോന്നിയിരുന്നവർക്കു പ്രതിരോഗ ശക്തി വളരെ കുറവായിരുന്നതിന്റെ പേരിലും മരണപ്പെട്ടു. ഇനി കോറോണേയെക്കാൾ മാരകമായ പ്രഹര ശേഷിയുള്ള വൈറസ് മാത്രമേ അതിജീവിച്ചവർക്കു പേടിക്കേണ്ടതുള്ളൂ എന്ന് കരുതാം. പക്ഷെ ആരോഗ്യം നിലനിർത്താൻ അതുള്ളവർ ശ്രെദ്ധിക്കണം .
3121,പാവപെട്ട പ്രവാസി 3ഡോസ് വാക്‌സിനേഷൻ അടിച്ചു എല്ലാ നിബന്ധനകളും പാലിച്ചു നാട്ടിൽ വന്നാൽ അവർ ഏതോ അന്യഗ്രഹത്തിൽ നിന്ന് വന്ന ജീവികളെ പോലെ പെരുമാറുന്ന അവസരവാദികളായ രാഷ്ട്രീയ കുലപതികൾക്കൊന്നും ഇതൊന്നും കണ്ടാൽ മിണ്ടാൻ നാവ് പൊങ്ങില്ല...,original,0,പാവപെട്ട പ്രവാസി 3ഡോസ് വാക്‌സിനേഷൻ അടിച്ചു എല്ലാ നിബന്ധനകളും പാലിച്ചു നാട്ടിൽ വന്നാൽ അവർ ഏതോ അന്യഗ്രഹത്തിൽ നിന്ന് വന്ന ജീവികളെ പോലെ പെരുമാറുന്ന അവസരവാദികളായ രാഷ്ട്രീയ കുലപതികൾക്കൊന്നും ഇതൊന്നും കണ്ടാൽ മിണ്ടാൻ നാവ് പൊങ്ങില്ല...,പാവപെട്ട പ്രവാസി ൩ഡോസ് വാക്‌സിനേഷൻ അടിച്ചു എല്ലാ നിബന്ധനകളും പാലിച്ചു നാട്ടിൽ വന്നാൽ അവർ ഏതോ അന്യഗ്രഹത്തിൽ നിന്ന് വന്ന ജീവികളെ പോലെ പെരുമാറുന്ന അവസരവാദികളായ രാഷ്ട്രീയ കുലപതികൾക്കൊന്നും ഇതൊന്നും കണ്ടാൽ മിണ്ടാൻ നാവ് പൊങ്ങില്ല...
3122,പിണറായി അല്ല കമ്മ്യൂണിസത്തിന്റെ തന്ത.... അതു കൊണ്ട് തന്നെ കമ്മ്യൂണിസം ശോഭിക്കാൻ തൽക്കാലം പിണറായി വിജയന്റെ അത്യാവശ്യം ഇല്ല... തൽകാലം മൂർത്തീയേക്കാൽ വലിയ ശാന്തി വേണ്ട,original,0,പിണറായി അല്ല കമ്മ്യൂണിസത്തിന്റെ തന്ത.... അതു കൊണ്ട് തന്നെ കമ്മ്യൂണിസം ശോഭിക്കാൻ തൽക്കാലം പിണറായി വിജയന്റെ അത്യാവശ്യം ഇല്ല... തൽകാലം മൂർത്തീയേക്കാൽ വലിയ ശാന്തി വേണ്ട,പിണറായി അല്ല കമ്മ്യൂണിസത്തിന്റെ തന്ത.... അതു കൊണ്ട് തന്നെ കമ്മ്യൂണിസം ശോഭിക്കാൻ തൽക്കാലം പിണറായി വിജയന്റെ അത്യാവശ്യം ഇല്ല... തൽകാലം മൂർത്തീയേക്കാൽ വലിയ ശാന്തി വേണ്ട
3123,"With in two weeks the climate will became hot in chaina. March all will end. In hot climate the recovery is much higher than <a href=""http://china.in/"">china.in</a> Middle east affected people are recovering fast.",Fake,1,"two weeks climate became hot chaina. march end. hot climate recovery much higher <a href="" middle east affected people recovering fast.","ട്വോ വീക്സ് ക്ലൈമേറ്റ് ബെക്കേം ഹോട്ട് ചൈന. മാർച്ച് എൻഡ്. ഹോട്ട് ക്ലൈമേറ്റ് റിക്കവറി മുച്ച് ഹൈർ <അ ഹ്രെഫ്="" മിഡിൽ ഈസ്റ്റ് അഫക്ടഡ് പ്യൂപ്പിൾ റിക്കവറിങ് ഫാസ്റ്റ്."
3124,ഡബറോളി  ചൈനീസ് പട്ടികൾ,Fake,1,ഡബറോളി ചൈനീസ് പട്ടികൾ,ഡബറോളി ചൈനീസ് പട്ടികൾ
3125,ഈ കോമാളികൾ ഇങ്ങനെ തന്നെ ആണ് എന്നും. വോട്ട് ചെയ്തവര് പോയി വലിക്കുക,original,0,ഈ കോമാളികൾ ഇങ്ങനെ തന്നെ ആണ് എന്നും. വോട്ട് ചെയ്തവര് പോയി വലിക്കുക,ഈ കോമാളികൾ ഇങ്ങനെ തന്നെ ആണ് എന്നും. വോട്ട് ചെയ്തവര് പോയി വലിക്കുക
3126,Last jayarajan dilouge 🤭,original,0,last jayarajan dilouge  ,ലാസ്റ്റ് ജയരാജൻ ഡിലോഗ്
3127,ഇതുപോലെ ഉളുപ്പ് ഇല്ലാത്ത ഒരു വർഗ്ഗത്തെ ആണ് പ്രബുദ്ധരെനനു മിഥൄധാരണ ഉള്ള വിഡഡികളായ മലയാളികൾ തിരഞ്ഞെടുത്തത്. There is no difference between Modi and Pinarai.,original,0,ഇതുപോലെ ഉളുപ്പ് ഇല്ലാത്ത ഒരു വർഗ്ഗത്തെ ആണ് പ്രബുദ്ധരെനനു മിഥൄധാരണ ഉള്ള വിഡഡികളായ മലയാളികൾ തിരഞ്ഞെടുത്തത്. difference modi pinarai.,ഇതുപോലെ ഉളുപ്പ് ഇല്ലാത്ത ഒരു വർഗ്ഗത്തെ ആണ് പ്രബുദ്ധരെനനു മിഥൄധാരണ ഉള്ള വിഡഡികളായ മലയാളികൾ തിരഞ്ഞെടുത്തത്. ഡിഫറൻസ് മോദി പിണറായി.
3128,ചൈന 14 ദിവസത്തിനകം ദൈവം ഇല്ലാ എന്ന് തെളിയിക്കും,Fake,1,ചൈന 14 ദിവസത്തിനകം ദൈവം ഇല്ലാ എന്ന് തെളിയിക്കും,ചൈന ൧൪ ദിവസത്തിനകം ദൈവം ഇല്ലാ എന്ന് തെളിയിക്കും
3129,മിക്കവാറും ഈ ചാനലിനെതിരെ ഒരു കേസ് വരാൻ സാധ്യത ഉണ്ട് 😂😂😂😂😂😂😂,original,0,മിക്കവാറും ഈ ചാനലിനെതിരെ ഒരു കേസ് വരാൻ സാധ്യത ഉണ്ട്  ,മിക്കവാറും ഈ ചാനലിനെതിരെ ഒരു കേസ് വരാൻ സാധ്യത ഉണ്ട്
3130,Pukachu purathuchadickuka,Fake,1,pukachu purathuchadickuka,പുകച്ചു പുറത്തുചാടിക്കുക
3131,Chai na THENDIKAL,Fake,1,chai na thendikal,ചൈ ന തെണ്ടികൾ
3132,America ennado European country ayath. enthanu parayunnath,Fake,1,america ennado european country ayath. enthanu parayunnath,അമേരിക്ക എന്നാടോ യൂറോപ്യൻ കണ്ട്രി അയത്ത്. എന്താണ് പറയുന്നത്
3133,ചൈനയിൽ ആറ്റം ബോംബ് ഇട്ടു നശിപ്പിക്കണം,Fake,1,ചൈനയിൽ ആറ്റം ബോംബ് ഇട്ടു നശിപ്പിക്കണം,ചൈനയിൽ ആറ്റം ബോംബ് ഇട്ടു നശിപ്പിക്കണം
3134,ചൈനയെ അന്ധമായി ആരാധിക്കുന്ന അന്ധം ടീമ്സ് എവിടെ പ്രത്യേകിച്ചു ചൈനയെ പറ്റി പൊത്തകം എഴുതിയ ചാച്ചി പ്രത്യേകിച്ച് ഒന്നും ചിന്തിക്കാൻ അറിയാത്ത ചിന്ത ജെറോം . ക്യു ചാടി കടന്നു ചൈനീസ് വൈറസിന് എതിരെ ഉള്ള  വാക്‌സിൻ എടുക്കാൻ മുൻപന്തിയിൽ ഉണ്ടാരുന്നു ഈ തലച്ചോറ് പണയം വെച്ച മുതല്,Fake,1,ചൈനയെ അന്ധമായി ആരാധിക്കുന്ന അന്ധം ടീമ്സ് എവിടെ പ്രത്യേകിച്ചു ചൈനയെ പറ്റി പൊത്തകം എഴുതിയ ചാച്ചി പ്രത്യേകിച്ച് ഒന്നും ചിന്തിക്കാൻ അറിയാത്ത ചിന്ത ജെറോം . ക്യു ചാടി കടന്നു ചൈനീസ് വൈറസിന് എതിരെ ഉള്ള വാക്‌സിൻ എടുക്കാൻ മുൻപന്തിയിൽ ഉണ്ടാരുന്നു ഈ തലച്ചോറ് പണയം വെച്ച മുതല്,ചൈനയെ അന്ധമായി ആരാധിക്കുന്ന അന്ധം ടീമ്സ് എവിടെ പ്രത്യേകിച്ചു ചൈനയെ പറ്റി പൊത്തകം എഴുതിയ ചാച്ചി പ്രത്യേകിച്ച് ഒന്നും ചിന്തിക്കാൻ അറിയാത്ത ചിന്ത ജെറോം . ക്യു ചാടി കടന്നു ചൈനീസ് വൈറസിന് എതിരെ ഉള്ള വാക്‌സിൻ എടുക്കാൻ മുൻപന്തിയിൽ ഉണ്ടാരുന്നു ഈ തലച്ചോറ് പണയം വെച്ച മുതല്
3135,good,Fake,1,good,ഗുഡ്
3136,Epol marmarikkan ullavar  ellammarichu jensangya kirrnjll  sare zEni marikkanu  all I&#39;ll,Fake,1,epol marmarikkan ullavar ellammarichu jensangya kirrnjll sare zeni marikkanu #39;ll,ഇപ്പോൾ മർമരിക്കാൻ ഉള്ളവർ എല്ലമ്മറിച്ച് ജെൻസംഗ്യ കിർഞ്ഞിൽ സാരെ ജെനി മരിക്കാന് #൩൯;ൽ
3137,എല്ലാ രാജ്യം കൂടി ചൈനക്ക് നേരെ യുദ്ധം പ്രഖ്യാപിക്ക് മരുന്നു താനെ വരും.,Fake,1,എല്ലാ രാജ്യം കൂടി ചൈനക്ക് നേരെ യുദ്ധം പ്രഖ്യാപിക്ക് മരുന്നു താനെ വരും.,എല്ലാ രാജ്യം കൂടി ചൈനക്ക് നേരെ യുദ്ധം പ്രഖ്യാപിക്ക് മരുന്നു താനെ വരും.
3138,പരനാറികൾ വിവരദോഷികൾ സ്കൂൾ അടച്ചു കുട്ടികൾക്ക് വാക്സിൻ നൽകി രോഗികൾ ആക്കും കൂട്ടികൾക്ക് രോഗപ്രതിരോധശേഷി ഉള്ളപ്പോൾ ചവർ വാക്സിൻ വാക്സിൻ വ്യക്തി താല്പര്യം,original,0,പരനാറികൾ വിവരദോഷികൾ സ്കൂൾ അടച്ചു കുട്ടികൾക്ക് വാക്സിൻ നൽകി രോഗികൾ ആക്കും കൂട്ടികൾക്ക് രോഗപ്രതിരോധശേഷി ഉള്ളപ്പോൾ ചവർ വാക്സിൻ വാക്സിൻ വ്യക്തി താല്പര്യം,പരനാറികൾ വിവരദോഷികൾ സ്കൂൾ അടച്ചു കുട്ടികൾക്ക് വാക്സിൻ നൽകി രോഗികൾ ആക്കും കൂട്ടികൾക്ക് രോഗപ്രതിരോധശേഷി ഉള്ളപ്പോൾ ചവർ വാക്സിൻ വാക്സിൻ വ്യക്തി താല്പര്യം
3139,oru valiya yuddam nadakkum yenn nabi thagl paraju uoropummayi savthi amerikka,Fake,1,oru valiya yuddam nadakkum yenn nabi thagl paraju uoropummayi savthi amerikka,ഒരു വലിയ യുദ്ദം നടക്കും എന്ന് നബി തഗ്ൽ പരാജ് യൂറോപ്പുമ്മായി സവതി അമേരിക്ക
3140,അത് പിന്നെ ഞങ്ങളുടെ പാർട്ടി സമ്മേളനം എല്ലാം ഒന്ന് കഴിഞ്ഞോട്ടെ അത് കഴിഞ്ഞ് ലോക്ക് ഡൗൺ അതിനെ പറ്റി ആലോചിക്കാം..,original,0,അത് പിന്നെ ഞങ്ങളുടെ പാർട്ടി സമ്മേളനം എല്ലാം ഒന്ന് കഴിഞ്ഞോട്ടെ അത് കഴിഞ്ഞ് ലോക്ക് ഡൗൺ അതിനെ പറ്റി ആലോചിക്കാം..,അത് പിന്നെ ഞങ്ങളുടെ പാർട്ടി സമ്മേളനം എല്ലാം ഒന്ന് കഴിഞ്ഞോട്ടെ അത് കഴിഞ്ഞ് ലോക്ക് ഡൗൺ അതിനെ പറ്റി ആലോചിക്കാം..
3141,ചിനവല എൻറെ കവിത,Fake,1,ചിനവല എൻറെ കവിത,ചിനവല എൻറെ കവിത
3142,ചങ്കിലെ ചൈന എന്ന ഒരു പുസ്തകം എഴുതിയ ഒരു കൂട്ടുകാരി എനിക്കും ഉണ്ടാരുന്നു. ഇപ്പോൾ എവിടാണെന്ന് ഒരു പിടിയും ഇല്ല. 🤣,Fake,1,ചങ്കിലെ ചൈന എന്ന ഒരു പുസ്തകം എഴുതിയ ഒരു കൂട്ടുകാരി എനിക്കും ഉണ്ടാരുന്നു. ഇപ്പോൾ എവിടാണെന്ന് ഒരു പിടിയും ഇല്ല.  ,ചങ്കിലെ ചൈന എന്ന ഒരു പുസ്തകം എഴുതിയ ഒരു കൂട്ടുകാരി എനിക്കും ഉണ്ടാരുന്നു. ഇപ്പോൾ എവിടാണെന്ന് ഒരു പിടിയും ഇല്ല.
3143,പലരുടെയും ധാർഷ്ട്യം ആണ് ഇതിനൊക്കെ കാരണം ...പാവം പ്രവാസികൾ,original,0,പലരുടെയും ധാർഷ്ട്യം ആണ് ഇതിനൊക്കെ കാരണം ...പാവം പ്രവാസികൾ,പലരുടെയും ധാർഷ്ട്യം ആണ് ഇതിനൊക്കെ കാരണം ...പാവം പ്രവാസികൾ
3144,2022 ലെ ആദ്യ മാർകിസ്റ്റ്പാർട്ടി കോമഡി പരിപാടിക്ക് തുടക്കമായി സുഹൃത്തുക്കളെ 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣. കിറ്റപ്പനും മക്കളും പൊളിയോ പൊളി 🤣🤣🤣🤣🤣🤣,original,0,2022 ലെ ആദ്യ മാർകിസ്റ്റ്പാർട്ടി കോമഡി പരിപാടിക്ക് തുടക്കമായി സുഹൃത്തുക്കളെ  . കിറ്റപ്പനും മക്കളും പൊളിയോ പൊളി  ,൨൦൨൨ ലെ ആദ്യ മാർകിസ്റ്റ്പാർട്ടി കോമഡി പരിപാടിക്ക് തുടക്കമായി സുഹൃത്തുക്കളെ  . കിറ്റപ്പനും മക്കളും പൊളിയോ പൊളി
3145,മാസ്ക് ധരിക്കാതെ ഗം ൽ വന്നതിന് ഒരു ഫൈൻ ഇടട്ടെ😁,original,0,മാസ്ക് ധരിക്കാതെ ഗം ൽ വന്നതിന് ഒരു ഫൈൻ ഇടട്ടെ ,മാസ്ക് ധരിക്കാതെ ഗം ൽ വന്നതിന് ഒരു ഫൈൻ ഇടട്ടെ
3146,@pinnarayi &quot; KADAKK PURATH &quot;,original,0,@pinnarayi quot; kadakk purath quot;,@പിന്നറായി കോട്ട്; കടക്ക് പുറത്ത് കോട്ട്;
3147,ചൈന നിർമ്മിച്ചെടുത്ത ഓരു വൈറസ് ആണ്. അതിൽ ഒരു സംശയം ഇല്ല,Fake,1,ചൈന നിർമ്മിച്ചെടുത്ത ഓരു വൈറസ് ആണ്. അതിൽ ഒരു സംശയം ഇല്ല,ചൈന നിർമ്മിച്ചെടുത്ത ഓരു വൈറസ് ആണ്. അതിൽ ഒരു സംശയം ഇല്ല
3148,"<a href=""https://youtu.be/432PXBaQsgM"">https://youtu.be/432PXBaQsgM</a>",Fake,1,"<a href=""","<അ ഹ്രെഫ്="""
3149,Apana vayu dharalam puram thallunna oru physical exercise (dance)aanu thiruvathira kali. Corona alla Avante tantha muthupattaru vannalum Ivan thurathum!.,original,0,apana vayu dharalam puram thallunna oru physical exercise (dance)aanu thiruvathira kali. corona alla avante tantha muthupattaru vannalum ivan thurathum!.,അപന വായു ധാരാളം പുറം തള്ളുന്ന ഒരു ഫിസിക്കൽ എക്സർസൈസ് (ഡാൻസ്)ആണ് തിരുവാതിര കളി. കൊറോണ അല്ല അവന്റെ തന്ത മുത്തുപട്ടര് വന്നാലും ഇവാൻ തുരത്തും!.
3150,ചൈനീസ് സാധങ്ങൾ വാങ്ങാനോ വിൽക്കാനോ നമുക്കു പറ്റുമോ ശ്രമിക്കുമോ ഇല്ല പിന്നെങ്ങനെ നമ്മൾ ശ്രമിച്ചാൽ ഇറക്കുമതി കുറയും ഒരുപരുതി വരെ ചൈനയുടെ സാമ്പത്തിക ശക്തി കുറക്കാൻ നമുക്ക് ഓരോരുത്തർക്കും പറ്റും മെയിഡിന് ചൈന ഒഴിവാക്കി ഇന്ത്യ എന്ന് നോക്കിവാങ്ങുക,Fake,1,ചൈനീസ് സാധങ്ങൾ വാങ്ങാനോ വിൽക്കാനോ നമുക്കു പറ്റുമോ ശ്രമിക്കുമോ ഇല്ല പിന്നെങ്ങനെ നമ്മൾ ശ്രമിച്ചാൽ ഇറക്കുമതി കുറയും ഒരുപരുതി വരെ ചൈനയുടെ സാമ്പത്തിക ശക്തി കുറക്കാൻ നമുക്ക് ഓരോരുത്തർക്കും പറ്റും മെയിഡിന് ചൈന ഒഴിവാക്കി ഇന്ത്യ എന്ന് നോക്കിവാങ്ങുക,ചൈനീസ് സാധങ്ങൾ വാങ്ങാനോ വിൽക്കാനോ നമുക്കു പറ്റുമോ ശ്രമിക്കുമോ ഇല്ല പിന്നെങ്ങനെ നമ്മൾ ശ്രമിച്ചാൽ ഇറക്കുമതി കുറയും ഒരുപരുതി വരെ ചൈനയുടെ സാമ്പത്തിക ശക്തി കുറക്കാൻ നമുക്ക് ഓരോരുത്തർക്കും പറ്റും മെയിഡിന് ചൈന ഒഴിവാക്കി ഇന്ത്യ എന്ന് നോക്കിവാങ്ങുക
3151,കേരളത്തിൽ കമ്മ്യൂണിസ്റ്റ് ഉള്ളത് അവരറിഞ്ഞില്ല<br>അതോയിനി അതോ ഇതോ ഡ്യൂപ്ലിക്കേറ്റ് 🤔🤔,Fake,1,കേരളത്തിൽ കമ്മ്യൂണിസ്റ്റ് ഉള്ളത് അവരറിഞ്ഞില്ലഅതോയിനി അതോ ഇതോ ഡ്യൂപ്ലിക്കേറ്റ്  ,കേരളത്തിൽ കമ്മ്യൂണിസ്റ്റ് ഉള്ളത് അവരറിഞ്ഞില്ലഅതോയിനി അതോ ഇതോ ഡ്യൂപ്ലിക്കേറ്റ്
3152,അവഹേളിക്കരുത് നിങ്ങൾ പറയുന്നത്.തെറ്റാണ്.IMA യെ ജനങ്ങൾ വിശ്വസിക്കുന്നില്ല.,Fake,1,അവഹേളിക്കരുത് നിങ്ങൾ പറയുന്നത്.തെറ്റാണ്.ima യെ ജനങ്ങൾ വിശ്വസിക്കുന്നില്ല.,അവഹേളിക്കരുത് നിങ്ങൾ പറയുന്നത്.തെറ്റാണ്.ഇമ യെ ജനങ്ങൾ വിശ്വസിക്കുന്നില്ല.
3153,അടുത്ത ഗാനം പ്രതീക്ഷികാം കാരണഭൂത വീണ സ്തുതി,original,0,അടുത്ത ഗാനം പ്രതീക്ഷികാം കാരണഭൂത വീണ സ്തുതി,അടുത്ത ഗാനം പ്രതീക്ഷികാം കാരണഭൂത വീണ സ്തുതി
3154,"Come on man, do you want the whole world affected? This is typical Malayaee nerve disease that you are having.",Fake,1,"come man, want whole world affected? typical malayaee nerve disease having.","കോം മാൻ, വാണ്ട് വോൾ വേർൽഡ് അഫക്ടഡ്? ടൈപ്പിക്കൽ മലയായി നെർവ് ഡിസീസ് ഹേവിംഗ്."
3155,എവിടെനോകിയാലുംദൈവത്തെയുംപ്രവാജകനെയുംതെറിപറയലല്ലെഇന്നത്തെ Trand,Fake,1,എവിടെനോകിയാലുംദൈവത്തെയുംപ്രവാജകനെയുംതെറിപറയലല്ലെഇന്നത്തെ trand,എവിടെനോകിയാലുംദൈവത്തെയുംപ്രവാജകനെയുംതെറിപറയലല്ലെഇന്നത്തെ ട്രാൻഡ്
3156,മനുഷ്യരാശിക്ക് ഏറ്റവും ഭീഷണി തന്നെയാണ് ചൈന അവർ അവരുടെ കാര്യത്തിന് വേണ്ടി എന്ത് വൃത്തികേടും ചെയ്യും,Fake,1,മനുഷ്യരാശിക്ക് ഏറ്റവും ഭീഷണി തന്നെയാണ് ചൈന അവർ അവരുടെ കാര്യത്തിന് വേണ്ടി എന്ത് വൃത്തികേടും ചെയ്യും,മനുഷ്യരാശിക്ക് ഏറ്റവും ഭീഷണി തന്നെയാണ് ചൈന അവർ അവരുടെ കാര്യത്തിന് വേണ്ടി എന്ത് വൃത്തികേടും ചെയ്യും
3157,🤭വെറുതെ ...വോട്ട് തരാൻ ഇരിക്കുന്നവരെ കൊണ്ട് മാറ്റി കുത്തികെല്ല് 🤭😂,original,0, വെറുതെ ...വോട്ട് തരാൻ ഇരിക്കുന്നവരെ കൊണ്ട് മാറ്റി കുത്തികെല്ല്  ,വെറുതെ ...വോട്ട് തരാൻ ഇരിക്കുന്നവരെ കൊണ്ട് മാറ്റി കുത്തികെല്ല്
3158,Ethoru Nanakkedanu Ithu........... Janangalkku Mathrika Avendavarthanne...... Thonniyapole Nadakkunnu🙄🙄🙄,original,0,ethoru nanakkedanu ithu........... janangalkku mathrika avendavarthanne...... thonniyapole nadakkunnu ,ഇതൊരു നനക്കേടന് ഇതു........... ജനങ്ങൾക്ക് മാതൃക അവേണ്ടവർതന്നെ...... തോന്നിയപോലെ നടക്കുന്നു
3159,Today&#39;s presentation is excellent .,Fake,1,today #39;s presentation excellent .,ടോഡെ #൩൯;സ് പ്രസന്റേഷൻ എക്സലന്റ് .
3160,Dr. Jacob Vadakkanchery says the truth 👍,Fake,1,dr. jacob vadakkanchery says truth  ,ഡിആർ. ജേക്കബ് വടക്കാഞ്ചേരി സെയ്സ് ട്രൂത്ത്
3161,Avaneyokke anuboomb ett konn kalay.. Allathe bhumiye rakshikan vere maragam Ella... Edumbho 10 boomb edanam,Fake,1,avaneyokke anuboomb ett konn kalay.. allathe bhumiye rakshikan vere maragam ella... edumbho 10 boomb edanam,അവനെയൊക്കെ അനുബൂംബ് എട്ട് കോൺ കലയ്.. അല്ലാതെ ഭൂമിയെ രക്ഷികൻ വേറെ മരാഗം എല്ല... എടുംഭോ ൧൦ ബോംബ് ഇടണം
3162,Ldf gov alle agane thanne avum 😆😆😆🤭🤭🤭🤭🤭😷😷😷 evide????????,original,0,ldf gov alle agane thanne avum   evide????????,എൽഡിഎഫ് ഗോവ് അല്ലേ അഗനെ തന്നെ അവും   എവിടെ????????
3163,മറുനാടൻ പറയുന്നതുകൊണ്ട് വിശ്വസിക്കാൻ ബുദ്ധിമുട്ടാണ്,Fake,1,മറുനാടൻ പറയുന്നതുകൊണ്ട് വിശ്വസിക്കാൻ ബുദ്ധിമുട്ടാണ്,മറുനാടൻ പറയുന്നതുകൊണ്ട് വിശ്വസിക്കാൻ ബുദ്ധിമുട്ടാണ്
3164,Appo ethu ldf channel alle??,original,0,appo ethu ldf channel alle??,അപ്പോ എത്തു എൽഡിഎഫ് ചാനൽ അല്ലേ??
3165,ബെല്ലും ബ്രെക്കും ഇല്ലാതെ ജീവിച്ചു കൊണ്ടിരിയ്ക്കുന്ന ജനങ്ങൾക്ക്  കൊറോണ യുടെ രൂപത്തിൽ ദൈവം കൊണ്ടുവന്ന ഓരോ അടിയാണ്. നമ്മൾ ഓരോരുത്തരും നന്നായി വരുന്ന മുറയ്ക്കു രോഗം വിട്ടോഴിഞ്ഞോളും.  അപ്പൊ നിങ്ങൾ പറഞ്ഞത് വളരെ സത്യം.,Fake,1,ബെല്ലും ബ്രെക്കും ഇല്ലാതെ ജീവിച്ചു കൊണ്ടിരിയ്ക്കുന്ന ജനങ്ങൾക്ക് കൊറോണ യുടെ രൂപത്തിൽ ദൈവം കൊണ്ടുവന്ന ഓരോ അടിയാണ്. നമ്മൾ ഓരോരുത്തരും നന്നായി വരുന്ന മുറയ്ക്കു രോഗം വിട്ടോഴിഞ്ഞോളും. അപ്പൊ നിങ്ങൾ പറഞ്ഞത് വളരെ സത്യം.,ബെല്ലും ബ്രെക്കും ഇല്ലാതെ ജീവിച്ചു കൊണ്ടിരിയ്ക്കുന്ന ജനങ്ങൾക്ക് കൊറോണ യുടെ രൂപത്തിൽ ദൈവം കൊണ്ടുവന്ന ഓരോ അടിയാണ്. നമ്മൾ ഓരോരുത്തരും നന്നായി വരുന്ന മുറയ്ക്കു രോഗം വിട്ടോഴിഞ്ഞോളും. അപ്പൊ നിങ്ങൾ പറഞ്ഞത് വളരെ സത്യം.
3166,Ithu kanichadhu pokrithanam aanu,Fake,1,ithu kanichadhu pokrithanam aanu,ഇതു കണിച്ചത് പോക്രിതനം ആണ്
3167,Ath Corona Poyathalla Aaalukal Othungiyatha,Fake,1,ath corona poyathalla aaalukal othungiyatha,അത് കൊറോണ പോയതല്ല ആളുകൾ ഒതുങ്ങിയത്
